2026-06-10 10 4.579 4.579 8.448 8.450 24.9
2026-06-10 11 4.589 4.589 8.448 8.448 25.1
2026-06-10 12 4.596 4.596 8.448 8.448 24.8
2026-06-10 13 4.605 4.605 8.448 8.448 24.7
2026-06-10 14 4.616 4.616 8.448 8.436 25.0
2026-06-10 15 4.625 4.625 8.448 8.448 25.1
2026-06-10 16 4.634 4.634 8.448 8.448 24.9
2026-06-10 17 4.642 4.642 8.448 8.446 24.7
2026-06-10 18 4.653 4.654 8.448 8.462 25.1
2026-06-10 19 4.661 4.660 8.448 8.441 25.0
2026-06-10 20 4.632 4.632 8.448 8.453 24.4
2026-06-10 21 4.661 4.661 8.448 8.448 25.1
2026-06-10 22 4.683 4.683 8.448 8.448 25.4
2026-06-10 23 4.704 4.704 8.448 8.448 25.5
2026-06-11 00 4.724 4.724 8.448 8.454 25.6
2026-06-11 01 4.741 4.741 8.448 8.448 25.4
2026-06-11 02 4.761 4.761 8.448 8.448 25.4
2026-06-11 03 4.779 4.779 8.448 8.449 25.7
2026-06-11 04 4.797 4.797 8.448 8.449 25.7
2026-06-11 05 4.815 4.815 8.448 8.448 25.7
2026-06-11 06 4.829 4.830 8.448 8.450 25.5
2026-06-11 07 4.849 4.849 8.448 8.446 24.4
2026-06-11 08 4.861 4.861 8.448 8.448 24.3
2026-06-11 09 4.876 4.876 8.448 8.448 24.2
2026-06-11 10 4.891 4.891 8.448 8.448 24.3
2026-06-11 11 4.905 4.906 8.448 8.451 24.7
2026-06-11 12 4.921 4.921 8.448 8.457 25.1
2026-06-11 13 4.936 4.936 8.448 8.452 25.3
2026-06-11 14 4.950 4.950 8.448 8.448 25.5
2026-06-11 15 4.965 4.964 8.448 8.440 25.5
2026-06-11 16 4.979 4.979 8.448 8.446 25.7
2026-06-11 17 4.993 4.993 8.448 8.450 25.6
2026-06-11 18 5.007 5.007 8.448 8.453 25.7
2026-06-11 19 5.022 5.022 8.448 8.448 25.7
2026-06-11 20 5.036 5.036 8.448 8.448 25.9
2026-06-11 21 5.050 5.050 8.448 8.452 25.9
2026-06-11 22 5.064 5.064 8.448 8.448 25.8
2026-06-11 23 5.077 5.077 8.448 8.448 25.7
2026-06-12 00 5.090 5.090 8.448 8.450 25.7
2026-06-12 01 5.103 5.104 8.448 8.455 25.6
2026-06-12 02 5.117 5.117 8.448 8.448 25.6
2026-06-12 03 5.128 5.128 8.448 8.448 25.5
2026-06-12 04 5.141 5.141 8.448 8.449 25.4
2026-06-12 05 5.153 5.153 8.448 8.448 25.2
2026-06-12 06 5.165 5.165 8.448 8.448 25.2
2026-06-12 07 5.176 5.175 8.448 8.438 25.3
2026-06-12 08 5.188 5.188 8.448 8.448 25.1
2026-06-12 09 5.199 5.199 8.448 8.456 25.2
2026-06-12 10 5.210 5.210 8.448 8.448 25.5
2026-06-12 11 5.221 5.221 8.448 8.448 25.7
2026-06-12 12 5.231 5.232 8.448 8.456 26.1
2026-06-12 13 5.243 5.243 8.448 8.449 26.1
2026-06-12 14 5.254 5.254 8.448 8.455 26.4
2026-06-12 15 5.264 5.264 8.448 8.448 26.4
2026-06-12 20 7.959 8.021 8.448 9.741 26.7
2026-06-12 21 7.997 8.072 8.448 10.054 26.2
2026-06-13 05 8.057 8.077 8.448 8.843 26.4
2026-06-13 13 8.050 8.042 8.448 8.293 27.0
2026-06-13 21 8.109 8.091 8.448 8.109 27.3
2026-06-14 05 7.810 7.751 8.448 7.362 27.5
2026-06-14 13 8.091 8.063 8.448 7.922 27.7
2026-06-15 21 8.042 8.021 8.448 8.039 28.6
2026-06-16 05 7.997 7.939 8.448 7.386 27.8
2026-06-16 13 8.109 8.091 8.448 8.095 28.2
2026-06-16 17 8.106 8.043 8.448 7.298 28.5
2026-06-16 21 8.113 8.071 8.448 7.669 27.8
2026-06-17 05 7.738 7.695 8.448 7.657 28.2
2026-06-17 13 8.081 8.055 8.448 7.950 28.3
2026-06-18 05 7.976 7.968 8.448 8.283 28.1
2026-06-18 13 7.957 7.947 8.448 8.255 28.6
2026-06-18 21 7.969 7.968 8.448 8.421 26.8
2026-06-19 05 7.922 7.871 8.448 7.521 27.7
2026-06-19 15 7.975 7.929 8.448 7.602 27.1
2026-06-19 18 7.979 7.924 8.448 7.443 26.4
2026-06-20 18 7.975 7.931 8.448 7.636 26.7
2026-06-20 19 7.975 7.926 8.448 7.539 26.9
2026-06-20 20 7.977 7.921 8.448 7.426 26.9
2026-06-20 21 7.979 7.926 8.448 7.474 27.0
2026-06-21 05 7.974 7.928 8.448 7.594 26.7
2026-06-21 06 7.973 7.963 8.448 -8.255 26.7
2026-06-21 13 7.964 7.956 8.448 8.298 27.2
2026-06-21 19 7.960 7.957 8.448 8.387 27.4
2026-06-21 21 7.959 7.958 8.448 8.434 27.4
2026-06-22 09 7.959 7.948 8.448 8.226 27.4
2026-06-22 13 7.950 7.961 8.448 8.664 27.6
2026-06-22 21 7.956 7.939 8.448 8.112 27.1
2026-06-23 05 7.933 7.932 8.448 8.427 27.2
2026-06-23 13 7.919 7.911 8.448 8.287 27.5
2026-06-23 21 7.917 7.910 8.448 8.314 27.4
2026-06-24 05 7.920 7.909 8.448 8.231 26.9
2026-06-24 13 7.904 7.895 8.448 8.275 27.6
2026-06-24 21 7.908 7.900 8.448 8.290 27.5
2026-06-25 05 7.914 7.906 8.448 8.298 27.4
2026-06-25 13 7.908 7.897 8.448 8.233 26.9
2026-06-25 21 7.920 7.913 8.448 8.316 25.9
2026-06-26 05 7.931 7.924 8.448 8.315 25.1
2026-06-26 13 7.922 7.920 8.448 8.414 26.5
2026-06-26 21 7.922 7.918 8.448 8.368 27.1
2026-06-27 05 7.915 7.911 8.448 8.370 27.1
2026-06-27 13 7.899 7.893 8.448 8.335 27.7
2026-06-27 21 7.886 7.786 8.830 7.000 29.6
2026-06-28 05 7.891 7.788 8.830 6.957 29.1
2026-06-28 13 7.887 7.783 8.830 6.935 29.6
2026-06-28 21 7.888 7.787 8.830 6.993 29.7
2026-06-29 05 7.893 7.797 8.830 7.066 28.9
2026-06-29 13 7.897 7.807 8.830 7.174 29.4
2026-06-29 21 7.892 7.807 8.830 7.254 29.7
2026-06-30 05 7.893 7.810 8.830 7.281 29.3
2026-06-30 13 7.896 7.813 8.830 7.281 29.6
2026-06-30 21 7.895 7.812 8.830 7.287 29.7
2026-07-01 05 7.893 7.809 8.830 7.267 29.4
2026-07-01 13 7.891 7.808 8.830 7.282 29.9
2026-07-01 21 7.898 7.813 8.830 7.249 29.8
2026-07-02 05 7.905 7.818 8.830 7.222 29.1
2026-07-02 13 7.906 7.819 8.830 7.221 29.5
2026-07-02 21 7.905 7.816 8.830 7.194 29.2
2026-07-03 05 7.908 7.838 8.830 7.509 29.0
2026-07-03 13 7.903 7.817 8.830 7.236 29.5
2026-07-03 21 7.901 7.814 8.830 7.216 29.4
2026-07-04 05 7.901 7.816 8.830 7.255 28.9
2026-07-04 13 7.892 7.806 8.830 7.235 29.6
2026-07-04 21 7.895 7.810 8.830 7.256 29.6
2026-07-05 05 7.895 7.811 8.830 7.268 29.4
2026-07-05 13 7.893 7.810 8.830 7.282 29.4
2026-07-05 21 7.882 7.791 8.830 7.161 28.9
2026-07-06 05 7.862 7.768 8.830 7.115 28.9
2026-07-06 13 7.867 7.788 8.830 7.355 29.1
2026-07-06 21 7.873 7.791 8.830 7.314 28.9
2026-07-07 05 7.868 7.793 8.830 7.417 29.2
2026-07-07 13 7.864 7.786 8.830 7.370 29.1
2026-07-07 21 7.861 7.781 8.830 7.345 28.7
2026-07-08 05 7.821 7.733 8.830 7.219 28.8
2026-07-08 13 7.829 7.748 8.830 7.328 28.8
2026-07-08 21 7.838 7.769 8.830 7.524 29.2
2026-07-09 05 7.836 7.770 8.830 7.572 29.0
2026-07-09 13 7.833 7.762 8.830 7.497 28.9
2026-07-10 13 7.827 7.767 8.830 7.676 29.1
2026-07-10 21 7.830 7.766 8.830 7.618 29.1
2026-07-11 05 7.789 7.716 8.830 7.471 28.9
2026-07-11 13 7.804 7.737 8.830 7.562 29.2
2026-07-11 21 7.804 7.741 8.830 7.634 29.4
2026-07-12 05 7.782 7.711 8.830 7.508 28.9
2026-07-12 13 7.789 7.726 8.830 7.637 29.2
2026-07-12 21 7.791 7.728 8.830 7.630 29.2
2026-07-13 05 7.756 7.688 8.830 7.561 28.8
2026-07-13 13 7.764 7.695 8.830 7.530 28.9
2026-07-13 21 7.772 7.713 8.830 7.694 29.6
2026-07-14 05 7.762 7.693 8.830 7.541 28.9
2026-07-14 13 7.766 7.706 8.830 7.678 29.1
2026-07-14 21 7.764 7.707 8.830 7.729 28.9
2026-07-15 05 7.765 7.697 8.830 7.558 28.8
2026-07-15 13 7.784 7.728 8.830 7.749 29.0
2026-07-15 21 7.791 7.735 8.830 7.758 29.1
2026-07-17 05 7.789 7.738 8.830 7.847 28.7
2026-07-17 13 7.770 7.715 8.830 7.772 29.2
2026-07-17 21 7.780 7.725 8.830 7.778 29.0
2026-07-18 05 7.752 7.692 8.830 7.695 28.9
2026-07-18 13 7.772 7.712 8.830 7.691 28.9
2026-07-18 21 7.763 7.702 8.830 7.689 28.9
2026-07-19 05 7.710 7.655 8.830 7.783 28.9
2026-07-19 13 7.737 7.677 8.830 7.687 29.4
2026-07-19 21 7.749 7.695 8.830 7.794 29.0
2026-07-20 05 7.736 7.671 8.830 7.604 29.4
2026-07-20 13 7.743 7.689 8.830 7.786 29.1
2026-07-20 21 7.758 7.706 8.830 7.826 29.4
2026-07-21 05 7.733 7.676 8.830 7.752 29.1
2026-07-21 13 7.745 7.692 8.830 7.812 29.1
2026-07-22 05 7.725 7.667 8.830 7.737 29.2
2026-07-22 13 7.720 7.660 8.830 7.697 29.0
2026-07-23 13 7.692 7.636 8.830 7.769 28.9
2026-07-24 05 7.677 7.624 8.830 7.820 29.2
2026-07-24 13 7.709 7.663 8.830 7.927 29.1
2026-07-25 13 7.707 7.657 8.830 7.865 28.5
2026-07-25 21 7.699 7.658 8.830 8.017 29.1
2026-07-26 05 7.696 7.647 8.830 7.890 28.6
2026-07-26 13 7.692 7.644 8.830 7.913 28.7
2026-07-26 21 7.693 7.643 8.830 7.866 28.9
2026-07-27 05 7.684 7.635 8.830 7.903 28.7
2026-07-27 13 7.698 7.659 8.830 8.059 28.9
2026-07-27 21 7.705 7.664 8.830 8.030 29.1
2026-07-28 05 7.689 7.642 8.830 7.931 29.1
2026-07-28 13 7.690 7.649 8.830 8.017 29.1
2026-07-28 21 7.699 7.651 8.830 7.905 28.9
2026-07-29 05 7.692 7.642 8.830 7.880 28.7
2026-07-29 13 7.700 7.659 8.830 8.026 28.9
2026-07-29 21 7.708 7.663 8.830 7.952 29.0
2026-07-30 05 7.701 7.657 8.830 7.971 28.8
2026-07-30 13 7.708 7.663 8.830 7.949 28.8
2026-07-30 21 7.708 7.664 8.830 7.980 29.0
2026-07-31 05 7.680 7.637 8.830 7.999 28.8
2026-07-31 13 7.700 7.654 8.830 7.953 29.1
2026-07-31 21 7.706 7.664 8.830 8.011 29.4
2026-08-01 05 7.693 7.644 8.830 7.883 28.8
2026-08-01 13 7.701 7.652 8.830 7.875 29.1
2026-08-01 21 7.708 7.660 8.830 7.914 29.2
2026-08-02 05 7.699 7.645 8.830 7.814 28.9
2026-08-02 13 7.670 7.619 8.830 7.866 29.1
2026-08-02 21 7.684 7.628 8.830 7.771 29.1
2026-08-03 05 7.670 7.620 8.830 7.886 28.8
2026-08-03 13 7.668 7.615 8.830 7.804 29.1
2026-08-03 21 7.666 7.615 8.830 7.857 29.1
2026-08-04 05 7.638 7.593 8.830 7.965 28.9
2026-08-04 13 7.656 7.606 8.830 7.873 29.2
2026-08-04 21 7.663 7.618 8.830 7.952 29.2
2026-08-05 05 7.646 7.599 8.830 7.937 29.0
2026-08-05 13 7.651 7.599 8.830 7.847 29.2
2026-08-05 21 7.654 7.605 8.830 7.891 29.1
2026-08-06 05 7.636 7.588 8.830 7.913 28.9
2026-08-06 13 7.639 7.590 8.830 7.873 29.3
2026-08-06 21 7.649 7.601 8.830 7.905 29.3
2026-08-07 05 7.654 7.607 8.830 7.918 28.9
2026-08-07 13 7.661 7.616 8.830 7.961 29.2
2026-08-07 21 7.664 7.619 8.830 7.952 29.1
2026-08-08 05 7.647 7.599 8.830 7.911 28.8
2026-08-08 13 7.658 7.610 8.830 7.911 29.2
2026-08-08 21 7.665 7.623 8.830 8.013 29.4
2026-08-09 05 7.653 7.604 8.830 7.899 28.9
2026-08-09 13 7.677 7.635 8.830 8.007 29.9
2026-08-09 21 7.691 7.651 8.830 8.042 29.8
2026-08-10 05 7.693 7.649 8.830 7.974 29.2
2026-08-10 13 7.709 7.668 8.830 8.023 30.0
2026-08-10 21 7.713 7.675 8.830 8.078 29.9
2026-08-11 05 7.684 7.638 8.830 7.942 29.4
2026-08-11 13 7.709 7.663 8.830 7.945 29.2
2026-08-11 21 7.726 7.686 8.830 8.044 29.6
2026-08-12 05 7.717 7.675 8.830 8.001 29.7
2026-08-12 13 7.741 7.698 8.830 7.992 29.6
2026-08-12 21 7.752 7.709 8.830 7.992 29.9
2026-08-13 05 7.767 7.723 8.830 7.974 29.4
2026-08-13 13 7.774 7.733 8.830 8.022 29.3
2026-08-13 21 7.780 7.736 8.830 7.968 29.2
2026-08-14 05 7.756 7.701 8.830 7.783 28.9
2026-08-14 13 7.764 7.716 8.830 7.892 29.7
2026-08-14 21 7.764 7.712 8.830 7.827 29.7
2026-08-15 05 7.725 7.670 8.830 7.789 29.1
2026-08-15 13 7.738 7.677 8.830 7.684 29.0
2026-08-15 21 7.748 7.698 8.830 7.863 29.3
2026-08-16 05 7.735 7.678 8.830 7.746 28.9
2026-08-16 13 7.749 7.698 8.830 7.844 29.2
2026-08-16 21 7.759 7.710 8.830 7.876 29.2
2026-08-17 05 7.765 7.717 8.830 7.894 29.2
2026-08-17 13 7.763 7.712 8.830 7.839 29.1
2026-08-17 21 7.724 7.657 8.830 7.558 28.8
2026-08-18 05 7.723 7.663 8.830 7.701 28.7
2026-08-18 13 7.726 7.664 8.830 7.664 28.7
2026-08-18 21 7.734 7.677 8.830 7.737 29.1
2026-08-19 05 7.741 7.692 8.830 7.880 29.4
2026-08-19 13 7.749 7.700 8.830 7.886 28.9
2026-08-19 21 7.743 7.682 8.830 7.682 28.9
2026-08-20 05 7.742 7.689 8.830 7.815 28.9
2026-08-20 13 7.745 7.689 8.830 7.769 28.7
2026-08-20 21 7.741 7.687 8.830 7.794 28.7
2026-08-21 05 7.702 7.652 8.830 7.867 28.6
2026-08-21 13 7.724 7.667 8.830 7.748 28.7
2026-08-21 21 7.727 7.676 8.830 7.848 28.6
2026-08-22 05 7.692 7.642 8.830 7.872 28.6
2026-08-22 13 7.704 7.647 8.830 7.751 29.1
2026-08-22 21 7.706 7.656 8.830 7.867 29.0
2026-08-23 05 7.698 7.646 8.830 7.828 28.9
2026-08-23 13 7.707 7.660 8.830 7.912 29.1
2026-08-23 21 7.708 7.660 8.830 7.910 29.2
2026-08-24 05 7.688 7.623 8.830 7.613 28.9
2026-08-24 13 7.709 7.661 8.830 7.893 29.1
2026-08-24 21 7.716 7.671 8.830 7.957 29.3
2026-08-25 05 7.715 7.660 8.830 7.791 29.1
2026-08-25 13 7.721 7.668 8.830 7.803 29.0
2026-08-25 21 7.728 7.682 8.830 7.927 29.1
2026-08-26 05 7.738 7.691 8.830 7.913 29.0
2026-08-26 13 7.722 7.669 8.830 7.803 29.2
2026-08-26 21 7.726 7.667 8.830 7.710 28.9
